Employee_ID,Emp_Name,Age,Department,Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1208,Eva Miller,40,Admin,Illinois,Active,25-09-2021,117591.7578,eva.miller.emp1208@example.com,5356690550,Good,0
EMP1209,David Jones,35,DevOps,Illinois,Inactive,03-08-2022,103860.7031,david.jones.emp1209@example.com,NULL,Average,1
EMP1210,Grace Davis,30,Admin,Illinois,Active,22-11-2024,67500.21875,grace.davis.emp1210@example.com,5797863049,Average,1
EMP1211,Frank Davis,32,Cloud Tech,Nevada,Pending,09-10-2024,58727.44141,frank.davis.emp1211@example.com,5057397690,Poor,1
EMP1212,Charlie Jones,35,Finance,Illinois,Active,28-08-2024,80623.07813,charlie.jones.emp1212@example.com,5671649327,Excellent,1
EMP1213,David Davis,40,HR,Texas,Inactive,19-04-2020,77751.78125,david.davis.emp1213@example.com,9802714871,Excellent,0
EMP1214,Grace Williams,25,HR,New York,Active,14-10-2021,115157.8125,grace.williams.emp1214@example.com,7178333210,Good,0
EMP1215,Frank Jones,30,Admin,Texas,Inactive,26-08-2024,83071.85156,frank.jones.emp1215@example.com,6025643470,Poor,0
EMP1216,Heidi Brown,40,Sales,Texas,Active,08-02-2020,67914.67188,heidi.brown.emp1216@example.com,2871539914,Excellent,1
EMP1217,Grace Jones,25,HR,New York,Inactive,06-09-2020,53342.46094,grace.jones.emp1217@example.com,6686334140,Poor,0
EMP1218,Heidi Garcia,25,Cloud Tech,Florida,Pending,02-01-2023,51150.46875,heidi.garcia.emp1218@example.com,1159319524,Excellent,0
EMP1219,David Davis,30,HR,Florida,Active,13-06-2023,74697.11719,david.davis.emp1219@example.com,6904098365,Average,1
EMP1220,Charlie Williams,25,Sales,California,Active,13-12-2022,88085.74219,charlie.williams.emp1220@example.com,5528993159,Excellent,1
EMP1221,Alice Williams,40,Finance,Texas,Pending,03-03-2022,118672.7578,alice.williams.emp1221@example.com,8752437728,Poor,0
EMP1222,Alice Miller,35,Cloud Tech,California,Active,10-02-2024,95997.3125,alice.miller.emp1222@example.com,4209548148,Average,0
EMP1223,Frank Brown,30,Cloud Tech,California,Pending,24-11-2021,106945.6172,frank.brown.emp1223@example.com,7374605232,Average,0
EMP1224,Heidi Johnson,40,DevOps,New York,Active,09-05-2020,100123.1484,heidi.johnson.emp1224@example.com,NULL,Average,0
EMP1225,Alice Johnson,35,Admin,Texas,Active,19-12-2024,52933.42188,alice.johnson.emp1225@example.com,6756618442,Poor,1
EMP1226,Grace Jones,32,Finance,California,Active,22-03-2024,95283.03125,grace.jones.emp1226@example.com,8612590471,Good,0
EMP1227,Alice Miller,35,HR,Texas,Inactive,13-06-2022,112264.0625,alice.miller.emp1227@example.com,9277423329,Good,0
EMP1228,Grace Smith,35,Admin,Florida,Pending,15-10-2022,75714.28125,grace.smith.emp1228@example.com,5912662014,Good,1
EMP1229,Eva Jones,25,DevOps,Florida,Active,31-05-2022,92171.72656,eva.jones.emp1229@example.com,7201859625,Poor,0
EMP1230,Eva Miller,35,Cloud Tech,Texas,Inactive,15-09-2023,70694.79688,eva.miller.emp1230@example.com,3013674925,Average,1
EMP1231,Grace Brown,30,DevOps,Florida,Inactive,04-07-2022,52964.85938,grace.brown.emp1231@example.com,1764750110,Good,1
EMP1232,Frank Brown,32,Finance,California,Pending,08-06-2024,116353.3125,frank.brown.emp1232@example.com,1783099973,Poor,1
EMP1233,Grace Brown,35,Sales,Nevada,Pending,23-11-2020,116695.2578,grace.brown.emp1233@example.com,1926764920,Good,0
EMP1234,Heidi Brown,25,Admin,Texas,Active,13-05-2024,95161.39844,heidi.brown.emp1234@example.com,5182606887,Excellent,0
EMP1235,Alice Brown,32,Admin,Nevada,Inactive,29-01-2022,76040.9375,alice.brown.emp1235@example.com,7189813128,Good,1
EMP1236,Charlie Miller,32,HR,Florida,Inactive,23-08-2023,69508.28125,charlie.miller.emp1236@example.com,2087510292,Good,0
EMP1237,Alice Miller,30,Finance,Illinois,Inactive,24-02-2023,58243.26953,alice.miller.emp1237@example.com,2184011844,Average,0
EMP1238,Heidi Williams,30,Sales,California,Pending,02-10-2022,64012.48047,heidi.williams.emp1238@example.com,8260340847,Poor,1
EMP1239,Bob Garcia,40,Admin,Nevada,Inactive,28-06-2020,106735.9297,bob.garcia.emp1239@example.com,7297585987,Average,1
EMP1240,Frank Johnson,35,DevOps,Texas,Pending,15-01-2023,70325.35938,frank.johnson.emp1240@example.com,3103032431,Average,0
EMP1241,Charlie Davis,30,HR,Illinois,Active,05-09-2020,118959.2813,charlie.davis.emp1241@example.com,9839542960,Average,1
EMP1242,David Brown,40,Cloud Tech,California,Pending,18-03-2023,75823.78125,david.brown.emp1242@example.com,8446267145,Average,0
EMP1243,Charlie Smith,32,Cloud Tech,Texas,Inactive,26-03-2022,119971.6484,charlie.smith.emp1243@example.com,2831435988,Average,0
EMP1244,Grace Davis,40,Sales,Texas,Active,11-10-2021,94963.70313,grace.davis.emp1244@example.com,2625660930,Good,0
EMP1245,Frank Miller,30,Sales,Nevada,Pending,07-01-2021,103744.7109,frank.miller.emp1245@example.com,4181861514,Average,0
EMP1246,Alice Smith,25,Sales,New York,Inactive,03-12-2020,61337.69141,alice.smith.emp1246@example.com,5423401635,Average,1
EMP1247,David Smith,35,Sales,California,Active,28-05-2021,63741.12891,david.smith.emp1247@example.com,1128497184,Poor,1
EMP1248,Eva Smith,30,DevOps,California,Pending,28-12-2022,56539.98828,eva.smith.emp1248@example.com,9484910255,Excellent,1
EMP1249,Charlie Williams,30,DevOps,Illinois,Pending,24-05-2023,73633.36719,charlie.williams.emp1249@example.com,2588967923,Good,1
EMP1250,Alice Miller,25,Cloud Tech,Texas,Pending,28-04-2024,90373.99219,alice.miller.emp1250@example.com,NULL,Good,0
EMP1251,Grace Smith,32,DevOps,Texas,Inactive,25-12-2024,93901.47656,grace.smith.emp1251@example.com,3967275783,Good,0
EMP1252,Eva Brown,40,Admin,Nevada,Inactive,01-09-2021,81748.09375,eva.brown.emp1252@example.com,4683414650,Average,1
EMP1253,Charlie Jones,40,Finance,Florida,Inactive,21-02-2021,73813.47656,charlie.jones.emp1253@example.com,1131290147,Average,0
EMP1254,Frank Smith,35,Finance,New York,Inactive,20-11-2022,89315.59375,frank.smith.emp1254@example.com,7068277880,Average,0
EMP1255,Heidi Williams,25,HR,Florida,Active,15-10-2020,56776.82031,heidi.williams.emp1255@example.com,6093068537,Poor,0
EMP1256,Grace Davis,32,Finance,New York,Active,24-07-2024,72920.50781,grace.davis.emp1256@example.com,9097283214,Excellent,1
EMP1257,Frank Miller,30,Admin,Florida,Pending,14-08-2022,84913.17969,frank.miller.emp1257@example.com,2850676250,Average,1
EMP1258,Alice Garcia,25,Finance,Illinois,Inactive,08-05-2021,65060.10938,alice.garcia.emp1258@example.com,5381447442,Excellent,1
EMP1259,Alice Williams,35,Finance,Illinois,Pending,09-10-2023,82941.07813,alice.williams.emp1259@example.com,NULL,Poor,0
EMP1260,Bob Smith,40,Admin,California,Pending,19-01-2022,103469.9688,bob.smith.emp1260@example.com,NULL,Good,1
EMP1261,Grace Miller,25,Sales,Illinois,Active,12-01-2022,88725.60156,grace.miller.emp1261@example.com,5265016730,Average,1
EMP1262,Heidi Jones,32,HR,Illinois,Pending,05-06-2023,58316.76953,heidi.jones.emp1262@example.com,8826170242,Excellent,1
EMP1263,Grace Smith,35,HR,Illinois,Inactive,26-03-2024,60098.71875,grace.smith.emp1263@example.com,7654562840,Excellent,1
EMP1264,Grace Williams,32,Cloud Tech,Texas,Active,07-10-2020,99951.42969,grace.williams.emp1264@example.com,7722560530,Average,1
EMP1265,Heidi Johnson,30,Sales,Illinois,Active,02-11-2021,115195.8125,heidi.johnson.emp1265@example.com,3402665022,Good,1
EMP1266,Grace Brown,32,DevOps,California,Pending,19-11-2021,85512.04688,grace.brown.emp1266@example.com,7416787255,Good,0
EMP1267,Heidi Garcia,32,HR,Florida,Active,24-01-2022,73186.77344,heidi.garcia.emp1267@example.com,8621102257,Good,0
EMP1268,Grace Davis,32,HR,Nevada,Pending,12-07-2023,51865.30078,grace.davis.emp1268@example.com,NULL,Poor,1
EMP1269,David Williams,25,Sales,Florida,Active,09-12-2022,94031.77344,david.williams.emp1269@example.com,4716392822,Excellent,1
EMP1270,Grace Miller,30,DevOps,New York,Active,18-03-2023,116374.3594,grace.miller.emp1270@example.com,4143637188,Excellent,0
EMP1271,Alice Garcia,40,HR,Florida,Active,25-04-2022,98335.02344,alice.garcia.emp1271@example.com,2392312603,Excellent,0
EMP1272,Heidi Garcia,25,DevOps,New York,Pending,28-02-2021,89262.07031,heidi.garcia.emp1272@example.com,3260931065,Poor,1
EMP1273,Heidi Garcia,32,Finance,California,Active,30-07-2022,113848.6875,heidi.garcia.emp1273@example.com,8433567085,Excellent,1
EMP1274,Frank Smith,35,Sales,Florida,Active,19-05-2021,69530.45313,frank.smith.emp1274@example.com,NULL,Poor,1
EMP1275,Eva Brown,35,DevOps,New York,Pending,14-12-2023,84230.21875,eva.brown.emp1275@example.com,NULL,Good,1
EMP1276,Eva Smith,35,Cloud Tech,Illinois,Pending,17-01-2023,76578.59375,eva.smith.emp1276@example.com,9162475540,Average,0
EMP1277,Frank Miller,30,HR,Texas,Inactive,02-01-2024,55532.05859,frank.miller.emp1277@example.com,1082555988,Excellent,1
EMP1278,Eva Smith,40,Admin,New York,Pending,09-07-2021,115311.6797,eva.smith.emp1278@example.com,5343961128,Excellent,1
EMP1279,Charlie Johnson,25,Sales,Nevada,Pending,05-05-2021,66972.0625,charlie.johnson.emp1279@example.com,1093371188,Good,1
EMP1280,David Brown,30,Cloud Tech,Texas,Inactive,07-11-2021,100215.0625,david.brown.emp1280@example.com,5473820235,Average,1
EMP1281,Charlie Brown,25,Sales,New York,Inactive,30-08-2023,115452.25,charlie.brown.emp1281@example.com,8485571616,Poor,0
EMP1282,Heidi Miller,30,HR,California,Inactive,15-08-2023,54141.37891,heidi.miller.emp1282@example.com,6880294239,Average,0
EMP1283,David Davis,32,DevOps,Nevada,Active,24-12-2020,79251.95313,david.davis.emp1283@example.com,9036788126,Good,0
EMP1284,Alice Johnson,40,Finance,New York,Pending,21-11-2024,114822.7813,alice.johnson.emp1284@example.com,8686694319,Good,1
EMP1285,Alice Williams,35,Sales,Illinois,Active,17-11-2021,69919.32031,alice.williams.emp1285@example.com,2939087883,Average,1
EMP1286,Heidi Smith,30,Sales,Florida,Inactive,29-01-2021,106616.9688,heidi.smith.emp1286@example.com,4344812307,Poor,0
EMP1287,Heidi Jones,35,DevOps,New York,Active,17-02-2024,73597.85156,heidi.jones.emp1287@example.com,3402424032,Poor,1
EMP1288,David Smith,30,Sales,Nevada,Inactive,20-08-2024,79939.22656,david.smith.emp1288@example.com,8105955183,Excellent,1
EMP1289,Grace Garcia,25,Admin,New York,Inactive,24-10-2021,85155.56,grace.garcia.emp1289@example.com,2694500533,Poor,0
EMP1290,Grace Smith,30,Finance,California,Inactive,10-09-2021,90772.25,grace.smith.emp1290@example.com,2408916497,Average,0
EMP1291,Eva Williams,35,DevOps,New York,Active,29-09-2023,58275.73828,eva.williams.emp1291@example.com,3735439626,Good,0
EMP1292,Grace Smith,32,DevOps,California,Pending,28-08-2020,94709.78906,grace.smith.emp1292@example.com,3652717271,Excellent,0
EMP1293,Frank Johnson,32,Admin,New York,Active,06-09-2022,60722.98828,frank.johnson.emp1293@example.com,2397240421,Excellent,1
EMP1294,Frank Johnson,40,DevOps,Illinois,Inactive,31-03-2024,87626.24219,frank.johnson.emp1294@example.com,6931216375,Good,1
EMP1295,David Brown,30,DevOps,Illinois,Active,12-12-2022,81272.35938,david.brown.emp1295@example.com,1820916600,Poor,0
EMP1296,Bob Miller,32,Cloud Tech,Texas,Pending,01-11-2022,64150.96875,bob.miller.emp1296@example.com,NULL,Good,1
EMP1297,Charlie Davis,35,Sales,Florida,Active,25-10-2023,64378.10156,charlie.davis.emp1297@example.com,1851327971,Poor,0
EMP1298,Bob Jones,32,Finance,Texas,Inactive,27-09-2020,85927.35156,bob.jones.emp1298@example.com,4572308480,Good,0
EMP1299,Alice Garcia,32,Finance,Nevada,Inactive,21-01-2024,51523.92969,alice.garcia.emp1299@example.com,NULL,Average,1
EMP1300,Alice Smith,30,Sales,Texas,Active,17-05-2022,74117.02344,alice.smith.emp1300@example.com,3036625435,Poor,0
EMP1301,Alice Smith,25,Finance,Texas,Inactive,17-04-2022,62598.69141,alice.smith.emp1301@example.com,1721314518,Average,1
EMP1302,Grace Williams,35,Finance,Florida,Inactive,08-02-2022,55617.5,grace.williams.emp1302@example.com,5151092267,Excellent,1
EMP1303,Charlie Miller,35,Cloud Tech,New York,Pending,15-03-2022,87018.97656,charlie.miller.emp1303@example.com,5926249450,Good,1
EMP1304,David Johnson,25,Cloud Tech,California,Inactive,11-10-2023,100336.5781,david.johnson.emp1304@example.com,4754102251,Excellent,1
EMP1305,Grace Jones,30,Admin,Florida,Inactive,13-11-2020,69295.47656,grace.jones.emp1305@example.com,6771196420,Excellent,0
EMP1306,Bob Brown,25,DevOps,Florida,Pending,17-04-2024,115536.6563,bob.brown.emp1306@example.com,5226557675,Excellent,1
EMP1307,David Johnson,30,Cloud Tech,Texas,Pending,09-03-2020,81250.86719,david.johnson.emp1307@example.com,9523668787,Excellent,0
EMP1308,Alice Garcia,30,DevOps,Texas,Inactive,17-06-2022,66403.75,alice.garcia.emp1308@example.com,7883619688,Good,0
EMP1309,Alice Miller,30,Sales,California,Active,28-07-2024,114147.7891,alice.miller.emp1309@example.com,3135030586,Excellent,0
EMP1310,Frank Garcia,30,HR,New York,Pending,03-12-2022,65472.98828,frank.garcia.emp1310@example.com,2105524727,Good,0
EMP1311,Alice Davis,32,Sales,Nevada,Active,06-07-2023,97512.50781,alice.davis.emp1311@example.com,6333021259,Good,1
EMP1312,Alice Brown,35,DevOps,Nevada,Inactive,28-05-2024,86712.40625,alice.brown.emp1312@example.com,6501917919,Average,1
EMP1313,Grace Davis,30,HR,Florida,Active,25-03-2024,87654.97656,grace.davis.emp1313@example.com,2521310961,Poor,0
EMP1314,David Williams,35,DevOps,New York,Inactive,28-04-2020,89367.02344,david.williams.emp1314@example.com,2728476569,Poor,0
EMP1315,Charlie Garcia,40,Admin,California,Active,07-11-2021,95269.40625,charlie.garcia.emp1315@example.com,4120092819,Good,1
EMP1316,Frank Williams,25,Sales,Nevada,Active,15-04-2020,68792.3125,frank.williams.emp1316@example.com,6678498435,Average,0
EMP1317,Alice Smith,25,Admin,Illinois,Pending,07-10-2023,89119.53125,alice.smith.emp1317@example.com,2418623689,Good,1
EMP1318,Frank Davis,35,Cloud Tech,New York,Active,27-02-2024,58212.12891,frank.davis.emp1318@example.com,3628917755,Good,0
EMP1319,Heidi Miller,30,DevOps,Illinois,Pending,22-02-2021,77764.24219,heidi.miller.emp1319@example.com,6205634110,Good,1
EMP1320,Frank Garcia,35,Finance,Florida,Pending,21-08-2023,75148.17188,frank.garcia.emp1320@example.com,5950342810,Average,0
EMP1321,Heidi Jones,40,Cloud Tech,Nevada,Inactive,08-04-2024,108781.1797,heidi.jones.emp1321@example.com,3904383033,Poor,0
EMP1322,Frank Brown,35,Finance,Texas,Pending,04-11-2024,65489.19141,frank.brown.emp1322@example.com,1990970050,Average,1
EMP1323,Eva Johnson,32,Sales,Illinois,Pending,05-05-2022,70663.46094,eva.johnson.emp1323@example.com,4054683564,Excellent,0
EMP1324,David Miller,40,Sales,New York,Inactive,01-02-2023,95822.5625,david.miller.emp1324@example.com,2156818208,Average,0
EMP1325,Eva Miller,40,DevOps,Nevada,Pending,01-10-2022,82258.03125,eva.miller.emp1325@example.com,6790422710,Average,1
EMP1326,Frank Williams,30,Admin,Nevada,Pending,27-09-2022,62883.33984,frank.williams.emp1326@example.com,3322889856,Average,0
EMP1327,Alice Davis,32,Cloud Tech,Texas,Pending,09-04-2020,103503.7188,alice.davis.emp1327@example.com,2545960632,Average,1
EMP1328,David Garcia,25,DevOps,New York,Active,23-03-2021,85401.29688,david.garcia.emp1328@example.com,9912971023,Poor,1
EMP1329,Heidi Garcia,40,Cloud Tech,Texas,Pending,03-02-2023,85155.56,heidi.garcia.emp1329@example.com,8171752420,Excellent,0
EMP1330,Eva Smith,32,HR,Texas,Pending,23-07-2024,98850.14063,eva.smith.emp1330@example.com,4955112746,Poor,0
EMP1331,Charlie Smith,25,Cloud Tech,Illinois,Active,08-05-2021,63435.23828,charlie.smith.emp1331@example.com,4721970545,Poor,0
EMP1332,Frank Brown,35,Finance,Texas,Inactive,11-04-2022,82129.84375,frank.brown.emp1332@example.com,6927589550,Average,0
EMP1333,David Williams,35,DevOps,Texas,Pending,23-10-2024,95492.60938,david.williams.emp1333@example.com,6874090379,Good,0
EMP1334,Grace Miller,40,Finance,Illinois,Inactive,24-04-2020,94572.36719,grace.miller.emp1334@example.com,2146296135,Good,0
EMP1335,Bob Garcia,40,Finance,Nevada,Inactive,04-03-2023,118413.0469,bob.garcia.emp1335@example.com,7157787111,Poor,0
EMP1336,Alice Jones,30,Admin,Nevada,Pending,31-08-2022,68976.64844,alice.jones.emp1336@example.com,1663651558,Poor,1
EMP1337,Eva Williams,32,Sales,Nevada,Active,02-01-2021,115013.6484,eva.williams.emp1337@example.com,7371470826,Average,0
EMP1338,David Brown,32,Admin,Nevada,Inactive,06-06-2020,70949.38281,david.brown.emp1338@example.com,2359096055,Poor,1
EMP1339,Grace Brown,32,HR,Florida,Pending,13-10-2020,105334.8672,grace.brown.emp1339@example.com,7303064420,Average,0
EMP1340,Bob Williams,32,DevOps,California,Active,19-07-2020,80596.17969,bob.williams.emp1340@example.com,2146147682,Good,0
EMP1341,Frank Brown,32,Sales,Illinois,Inactive,03-05-2024,72846.36719,frank.brown.emp1341@example.com,4201654234,Good,1
EMP1342,Heidi Williams,40,Admin,California,Pending,07-02-2022,80229.35938,heidi.williams.emp1342@example.com,6778265959,Excellent,0
EMP1343,Grace Johnson,25,Sales,California,Active,31-12-2023,55145.46875,grace.johnson.emp1343@example.com,8931992549,Good,0
EMP1344,Grace Williams,30,DevOps,Florida,Inactive,08-01-2022,85155.56,grace.williams.emp1344@example.com,2727516479,Poor,1
EMP1345,Eva Davis,40,HR,California,Active,28-09-2020,56110.80859,eva.davis.emp1345@example.com,7279103367,Good,0
EMP1346,Grace Williams,25,Cloud Tech,Texas,Inactive,09-02-2023,56514.5,grace.williams.emp1346@example.com,2963533904,Average,0
EMP1347,Frank Brown,40,Cloud Tech,California,Inactive,05-03-2022,104541.8438,frank.brown.emp1347@example.com,5044817765,Good,0
EMP1348,David Garcia,32,Sales,New York,Pending,18-02-2022,61865.12109,david.garcia.emp1348@example.com,5586851275,Excellent,1
EMP1349,Eva Davis,40,Admin,Texas,Active,09-06-2022,69317.32813,eva.davis.emp1349@example.com,5289286645,Good,0
EMP1350,Bob Brown,35,HR,New York,Pending,04-07-2023,84706.17188,bob.brown.emp1350@example.com,4911110960,Average,0
EMP1351,Heidi Smith,25,Admin,California,Active,21-03-2022,73255.21094,heidi.smith.emp1351@example.com,7981789045,Average,0
EMP1352,Frank Smith,40,HR,Florida,Pending,02-05-2023,59528.71094,frank.smith.emp1352@example.com,3378613714,Poor,0
EMP1353,David Garcia,40,HR,New York,Inactive,15-10-2021,70401.36719,david.garcia.emp1353@example.com,7660538443,Good,1
EMP1354,Heidi Garcia,32,Admin,California,Inactive,28-07-2021,107154.6172,heidi.garcia.emp1354@example.com,4630600024,Average,1
EMP1355,Bob Davis,32,Admin,Illinois,Pending,03-01-2021,97719.88281,bob.davis.emp1355@example.com,8955296385,Excellent,0
EMP1356,Heidi Johnson,30,Finance,California,Pending,21-05-2020,107327.5938,heidi.johnson.emp1356@example.com,3960962625,Poor,0
EMP1357,Grace Garcia,40,Admin,Nevada,Inactive,10-05-2021,67687.71875,grace.garcia.emp1357@example.com,5826312818,Excellent,1
EMP1358,Grace Smith,40,Cloud Tech,Florida,Pending,08-09-2022,90757.07813,grace.smith.emp1358@example.com,6482531105,Good,1
EMP1359,Grace Williams,32,Cloud Tech,California,Pending,21-07-2024,87583.42188,grace.williams.emp1359@example.com,NULL,Good,0
EMP1360,Bob Brown,25,Admin,Nevada,Pending,28-12-2021,61643.69141,bob.brown.emp1360@example.com,2752334382,Good,1
EMP1361,Grace Smith,35,Finance,Texas,Active,20-07-2020,68111.6875,grace.smith.emp1361@example.com,6404120910,Poor,0
EMP1362,David Smith,40,HR,Florida,Inactive,30-04-2024,97568.88281,david.smith.emp1362@example.com,7911244210,Average,1
EMP1363,Charlie Johnson,35,Cloud Tech,Florida,Active,28-08-2021,79118.28125,charlie.johnson.emp1363@example.com,7536170616,Poor,1
EMP1364,Bob Davis,30,HR,California,Inactive,21-07-2022,104898.8984,bob.davis.emp1364@example.com,1366572239,Excellent,1
EMP1365,Frank Davis,40,Cloud Tech,Florida,Pending,27-11-2023,81671.29688,frank.davis.emp1365@example.com,2990155798,Poor,1
EMP1366,Alice Miller,25,Cloud Tech,California,Pending,11-08-2020,97399.75,alice.miller.emp1366@example.com,8028413907,Excellent,0
EMP1367,David Johnson,32,Admin,Illinois,Active,08-11-2021,89189.42969,david.johnson.emp1367@example.com,NULL,Poor,1
EMP1368,David Williams,40,DevOps,New York,Active,04-08-2023,96011.54688,david.williams.emp1368@example.com,2312447314,Average,1
EMP1369,David Davis,40,Sales,Florida,Inactive,10-01-2020,99331.49219,david.davis.emp1369@example.com,8477686341,Excellent,0
EMP1370,Bob Brown,32,Cloud Tech,Illinois,Active,19-01-2022,72818.9375,bob.brown.emp1370@example.com,3461994236,Good,1
EMP1371,Eva Garcia,40,Sales,Nevada,Inactive,07-05-2023,77204.75,eva.garcia.emp1371@example.com,6769459195,Good,1
EMP1372,Bob Johnson,35,HR,Florida,Pending,19-12-2020,106961.6797,bob.johnson.emp1372@example.com,6395517207,Poor,0
EMP1373,Eva Garcia,32,Sales,Texas,Pending,01-10-2020,71923,eva.garcia.emp1373@example.com,4964985600,Good,1
EMP1374,Bob Smith,30,HR,Nevada,Active,12-11-2022,77192.42969,bob.smith.emp1374@example.com,2562531354,Excellent,0
EMP1375,Grace Brown,40,Admin,Florida,Pending,05-01-2023,98540.29688,grace.brown.emp1375@example.com,2510505378,Good,0
EMP1376,Charlie Brown,32,Admin,Florida,Inactive,14-10-2020,63096.89844,charlie.brown.emp1376@example.com,5381649382,Average,0
EMP1377,Alice Smith,35,Cloud Tech,Florida,Active,03-02-2021,107065.1172,alice.smith.emp1377@example.com,1849196654,Average,0
EMP1378,Heidi Johnson,40,DevOps,Florida,Inactive,25-12-2023,108792.4297,heidi.johnson.emp1378@example.com,3307704610,Poor,1
EMP1379,Bob Smith,32,Cloud Tech,New York,Inactive,07-03-2020,69239.70313,bob.smith.emp1379@example.com,7295963903,Excellent,0
EMP1380,Charlie Garcia,40,Sales,Nevada,Inactive,30-01-2023,85756.42188,charlie.garcia.emp1380@example.com,NULL,Average,1
EMP1381,Eva Miller,32,HR,Illinois,Active,05-04-2024,100328.6172,eva.miller.emp1381@example.com,NULL,Average,1
EMP1382,Grace Brown,25,DevOps,Nevada,Active,01-09-2021,111236.6875,grace.brown.emp1382@example.com,5618579063,Excellent,1
EMP1383,Eva Jones,35,Cloud Tech,Florida,Active,07-05-2024,106832.2188,eva.jones.emp1383@example.com,7715910299,Good,1
EMP1384,Frank Jones,32,DevOps,Florida,Active,15-06-2023,59746.44922,frank.jones.emp1384@example.com,2156321357,Good,1
EMP1385,David Garcia,25,Sales,California,Pending,29-07-2021,91780.03906,david.garcia.emp1385@example.com,NULL,Poor,1
EMP1386,Eva Williams,35,Sales,California,Pending,23-10-2023,107062.6563,eva.williams.emp1386@example.com,9642297124,Good,1
EMP1387,Grace Davis,25,HR,Nevada,Active,07-12-2023,110625.5234,grace.davis.emp1387@example.com,2967188396,Excellent,1
EMP1388,Frank Smith,30,DevOps,Florida,Inactive,18-10-2020,90419.78906,frank.smith.emp1388@example.com,7457314414,Average,1
EMP1389,Grace Smith,40,Finance,Texas,Pending,15-06-2024,111608.7578,grace.smith.emp1389@example.com,8331170302,Good,1
EMP1390,Eva Williams,35,Finance,Florida,Inactive,06-04-2023,50173.12109,eva.williams.emp1390@example.com,7637153987,Poor,0
EMP1391,Bob Williams,40,DevOps,Nevada,Pending,03-01-2022,109507.4375,bob.williams.emp1391@example.com,5472812355,Good,0
EMP1392,Grace Garcia,30,Finance,New York,Inactive,03-07-2021,72600.5625,grace.garcia.emp1392@example.com,7983631461,Excellent,0
EMP1393,Charlie Garcia,32,Finance,California,Pending,10-04-2024,53388.64844,charlie.garcia.emp1393@example.com,4912711306,Poor,1
EMP1394,Heidi Williams,25,Cloud Tech,New York,Inactive,23-07-2022,50047.32031,heidi.williams.emp1394@example.com,2407875417,Good,0
EMP1395,David Brown,30,DevOps,California,Active,25-11-2024,115290.7891,david.brown.emp1395@example.com,1563268684,Poor,0
EMP1396,Frank Garcia,35,Cloud Tech,California,Pending,21-08-2023,61586.76172,frank.garcia.emp1396@example.com,NULL,Excellent,0
EMP1397,Eva Miller,30,Finance,Nevada,Active,12-12-2023,56662.85938,eva.miller.emp1397@example.com,3629489785,Average,1
EMP1398,Bob Garcia,30,Sales,New York,Pending,24-10-2023,85155.56,bob.garcia.emp1398@example.com,1031310093,Excellent,1
EMP1399,Frank Smith,25,Finance,Nevada,Active,05-09-2022,54957.98047,frank.smith.emp1399@example.com,3181439665,Excellent,1
EMP1400,Bob Garcia,25,HR,California,Inactive,07-10-2020,76790.46875,bob.garcia.emp1400@example.com,1347323548,Excellent,1
EMP1401,Charlie Brown,30,Cloud Tech,Illinois,Pending,18-01-2020,92722.35156,charlie.brown.emp1401@example.com,4012897431,Excellent,0
EMP1402,Frank Williams,30,DevOps,Nevada,Active,23-04-2022,93125.32031,frank.williams.emp1402@example.com,5122572075,Average,0
EMP1403,David Smith,25,Cloud Tech,New York,Active,22-04-2023,101100.6406,david.smith.emp1403@example.com,5024120956,Average,0
EMP1404,Grace Garcia,35,Admin,New York,Inactive,13-08-2023,55897.41016,grace.garcia.emp1404@example.com,9073710093,Poor,0
EMP1405,Eva Brown,25,DevOps,California,Active,26-11-2022,92484.88281,eva.brown.emp1405@example.com,3882211456,Good,1
EMP1406,Grace Miller,35,DevOps,Texas,Active,10-10-2022,77011.99219,grace.miller.emp1406@example.com,7584745704,Average,1
EMP1407,Bob Garcia,32,Cloud Tech,California,Inactive,27-09-2020,77078.67969,bob.garcia.emp1407@example.com,4589714801,Average,1
EMP1408,Grace Brown,35,Sales,Nevada,Active,11-04-2024,82971.02344,grace.brown.emp1408@example.com,6325703964,Good,0
EMP1409,Bob Miller,25,Sales,Texas,Active,20-06-2021,65102.01172,bob.miller.emp1409@example.com,3136148781,Average,1
EMP1410,Grace Williams,32,HR,Nevada,Pending,23-10-2022,103697.7031,grace.williams.emp1410@example.com,4556964429,Excellent,1
EMP1411,Grace Garcia,25,DevOps,Illinois,Pending,15-06-2023,60687.62891,grace.garcia.emp1411@example.com,9859167953,Excellent,0
EMP1412,Bob Miller,32,Admin,New York,Pending,31-10-2021,77351.21094,bob.miller.emp1412@example.com,1072728497,Good,0
EMP1413,Bob Smith,35,DevOps,Florida,Pending,29-09-2024,66704.61719,bob.smith.emp1413@example.com,2474140702,Poor,1
EMP1414,Grace Williams,25,Finance,Illinois,Pending,22-04-2020,71650.29688,grace.williams.emp1414@example.com,4910740649,Poor,1
EMP1415,Charlie Smith,25,Cloud Tech,Nevada,Active,07-12-2023,50794.53906,charlie.smith.emp1415@example.com,NULL,Good,1
EMP1416,Frank Jones,32,Sales,Nevada,Inactive,07-12-2020,76030.85938,frank.jones.emp1416@example.com,2369143074,Good,1
